Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Contract,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Premium Tech Support,Referred a Friend,Satisfaction Score,Senior Citizen,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Unlimited Data,Churn
33,19,15.01,4014,Month-to-Month,1,1,Male,1,Fiber Optic,34.172071,-118.946262,1,90.35,0,1,1,,0,1,1,1,Credit Card,1,0,1,4,0,1,1,0,5,434.5,0,75.05,17.33,492.22,1,0
25,52,24.59,5725,Two Year,1,0,Male,1,DSL,38.544002,-121.685559,1,65.65,1,2,1,Offer B,1,1,1,1,Credit Card,1,1,1,3,0,0,0,0,54,3566.7,0,1327.86,0.0,4894.56,1,0
80,30,0.0,3542,Month-to-Month,0,0,Female,1,DSL,34.119363,-117.855059,0,25.3,0,0,0,,0,0,0,0,Bank Withdrawal,0,0,0,3,1,0,0,0,3,77.75,0,0.0,0.0,77.75,1,1
23,73,37.75,5995,Two Year,1,1,Male,1,Fiber Optic,34.106922,-117.297553,1,89.1,1,2,4,Offer B,0,0,1,1,Credit Card,1,0,1,4,0,0,0,1,62,5411.65,0,2340.5,0.0,7752.15,1,0
55,6,7.37,5259,Month-to-Month,0,0,Male,1,Fiber Optic,34.943523,-120.256729,0,94.1,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,5,0,1,1,1,7,701.3,0,51.59,0.0,752.89,1,0
71,3,48.62,4876,Month-to-Month,0,0,Male,1,Fiber Optic,33.906496,-116.569499,1,80.4,0,0,1,Offer B,0,0,1,1,Bank Withdrawal,1,0,1,3,1,1,0,0,46,3605.2,20,2236.52,0.0,5861.72,0,1
51,30,20.29,5456,Month-to-Month,0,0,Female,1,Fiber Optic,38.581354,-122.296283,0,83.35,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,2,0,1,1,0,33,2757.85,40,669.57,0.0,3467.42,0,1
50,13,0.0,5632,Month-to-Month,0,1,Female,1,DSL,34.005439,-118.477507,1,55.9,0,0,3,,0,1,0,1,Bank Withdrawal,0,0,1,1,0,1,1,1,39,2184.35,0,0.0,0.0,2184.35,1,1
73,27,10.19,3444,Month-to-Month,0,0,Female,1,Fiber Optic,33.362575,-117.299644,1,104.3,1,0,5,Offer C,0,1,1,1,Bank Withdrawal,1,1,1,1,1,1,0,1,27,2867.75,0,275.13,0.0,3142.88,1,1
37,22,20.64,4501,Month-to-Month,0,1,Female,1,Fiber Optic,37.770533,-122.445121,0,80.7,1,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,0,0,3,0,0,0,0,26,2193.0,0,536.64,0.0,2729.64,1,0
44,11,22.75,3265,Month-to-Month,0,0,Female,1,Cable,36.5276,-119.865999,0,68.9,1,0,0,,1,0,1,0,Credit Card,1,1,0,5,0,1,1,0,20,1370.35,0,455.0,0.0,1825.35,1,0
56,30,30.28,2468,Month-to-Month,0,0,Female,1,Fiber Optic,33.766004,-117.786763,0,89.95,1,0,0,Offer C,1,0,1,0,Bank Withdrawal,1,0,0,1,0,1,1,0,28,2625.55,0,847.84,0.0,3473.39,1,1
27,0,10.42,4907,Month-to-Month,0,0,Female,0,,37.255637,-120.493537,1,20.55,0,0,2,,0,0,1,1,Credit Card,1,0,1,3,0,0,0,0,10,252.75,0,104.2,0.0,356.95,0,0
56,30,36.35,3773,Month-to-Month,0,0,Female,1,DSL,38.343282,-122.9755,1,66.4,1,0,4,,1,1,1,1,Credit Card,1,1,1,3,0,0,0,0,42,2727.8,0,1526.7,0.0,4254.5,1,0
62,13,34.57,4676,Month-to-Month,0,0,Female,1,Fiber Optic,33.744439,-117.98588,1,109.65,1,0,4,Offer B,1,1,1,1,Bank Withdrawal,1,1,1,3,0,1,1,1,50,5405.8,0,1728.5,0.0,7134.3,1,0
79,11,4.59,2834,Month-to-Month,0,0,Male,1,Fiber Optic,34.128284,-118.047732,0,91.4,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,1,1,1,0,1,5,449.75,0,22.95,0.0,472.7,1,1
47,0,23.25,5384,One Year,0,0,Female,0,,33.787796,-117.875928,1,19.8,0,0,7,,0,0,0,1,Bank Withdrawal,1,0,1,5,0,0,0,0,64,1336.65,0,1488.0,0.0,2824.65,0,0
25,48,36.34,5129,Month-to-Month,0,1,Female,1,DSL,34.146957,-118.432138,0,59.45,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,0,0,1,0,1,1,0,15,892.65,0,545.1,0.0,1437.75,1,1
42,17,13.56,2775,Month-to-Month,0,0,Female,1,Cable,37.939768,-120.188002,0,64.9,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,0,0,5,0,1,1,1,11,716.1,0,149.16,0.0,865.26,1,0
40,19,0.0,5122,Two Year,0,1,Female,1,DSL,39.043387,-121.409837,0,58.75,0,0,0,Offer B,1,1,1,0,Bank Withdrawal,0,0,0,4,0,1,1,1,52,3038.55,0,0.0,0.0,3038.55,1,0
28,0,47.53,2798,Two Year,0,0,Male,0,,38.445603,-123.063756,0,20.05,0,0,0,,0,0,0,0,Credit Card,1,0,0,3,0,0,0,0,44,845.25,0,2091.32,15.31,2921.26,0,0
49,4,17.76,6370,Two Year,0,0,Male,1,Fiber Optic,34.188339,-118.300942,0,108.0,1,0,0,Offer B,1,1,1,0,Credit Card,1,1,0,3,0,1,1,1,54,5760.65,0,959.04,0.0,6719.69,1,0
60,19,26.88,3101,Month-to-Month,0,0,Female,1,Fiber Optic,37.601248,-122.403099,1,96.2,1,0,5,,0,1,1,1,Credit Card,1,1,1,1,0,0,0,1,11,1222.05,0,295.68,0.0,1517.73,1,1
34,27,48.11,5232,One Year,1,0,Female,1,Cable,34.936,-120.594655,1,49.4,0,2,1,Offer A,0,0,1,1,Credit Card,1,1,1,3,0,0,0,0,66,3251.85,0,3175.26,0.0,6427.11,1,0
60,0,6.64,4215,Month-to-Month,0,0,Female,0,,39.099204,-121.137962,1,20.3,0,0,7,,0,0,1,1,Bank Withdrawal,1,0,1,5,0,0,0,0,1,20.3,0,6.64,0.0,26.94,0,0
36,22,37.0,3501,Two Year,0,0,Female,1,DSL,34.231053,-118.338307,0,71.1,0,0,0,,1,1,0,0,Credit Card,1,1,0,4,0,1,1,0,3,213.35,0,111.0,2.62,321.73,1,0
77,14,14.76,4503,Month-to-Month,0,0,Male,1,Fiber Optic,38.494832,-121.529447,1,84.9,1,0,7,,1,1,1,1,Credit Card,1,0,1,3,1,0,0,0,69,5785.65,0,1018.44,0.0,6804.09,1,0
80,15,48.59,5546,One Year,1,0,Female,1,DSL,39.657228,-121.37778,1,69.2,1,1,7,,1,1,0,1,Bank Withdrawal,1,0,1,4,1,0,0,1,71,4982.5,0,3449.89,0.0,8432.39,1,0
24,42,43.02,2739,Month-to-Month,0,0,Female,1,DSL,34.101608,-118.055848,0,50.55,0,0,0,,1,0,0,0,Bank Withdrawal,1,0,0,3,0,0,0,0,5,244.75,0,215.1,0.0,459.85,1,0
53,21,34.76,4764,Month-to-Month,0,0,Female,1,Fiber Optic,35.215731,-119.57013,0,69.85,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,5,0,0,0,0,3,199.85,0,104.28,0.0,304.13,1,0
26,76,1.84,2548,Month-to-Month,0,0,Male,1,Fiber Optic,37.526791,-119.99437,0,74.9,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,3,0,0,1,0,1,74.9,0,1.84,0.0,76.74,1,1
21,85,20.93,4977,One Year,0,0,Male,1,Fiber Optic,34.147149,-118.463365,1,95.2,1,0,1,,0,0,1,1,Credit Card,1,0,1,5,0,1,1,1,47,4563.0,80,983.71,0.0,5626.71,0,0
62,0,30.17,5987,One Year,0,0,Female,0,,34.186211,-117.07683,0,19.8,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,0,0,5,0,0,0,0,37,695.05,0,1116.29,0.0,1811.34,0,0
72,10,48.16,5462,One Year,0,1,Male,1,DSL,40.877552,-121.885884,1,71.1,1,0,2,,1,0,1,1,Credit Card,1,0,1,5,1,0,0,1,57,4140.1,0,2745.12,0.0,6885.22,1,0
36,0,18.43,3594,Month-to-Month,1,0,Male,0,,37.420273,-120.66527,0,20.2,0,3,0,,0,0,0,0,Bank Withdrawal,1,0,0,3,0,0,0,0,3,50.6,0,55.29,0.0,105.89,0,0
26,59,23.22,3300,Month-to-Month,0,0,Male,1,Fiber Optic,38.694081,-121.694431,0,98.55,1,0,0,,0,0,1,0,Mailed Check,1,1,0,3,0,1,1,1,20,2031.95,0,464.4,0.0,2496.35,1,0
69,9,48.53,5225,Two Year,0,1,Female,1,Fiber Optic,34.00709,-118.258681,1,108.8,1,0,4,,1,0,1,1,Bank Withdrawal,1,0,1,5,1,1,0,1,65,7082.45,0,3154.45,21.52,10215.38,1,0
40,0,4.15,6011,Two Year,0,0,Male,0,,33.912246,-118.236773,1,25.4,1,0,8,,0,0,0,1,Credit Card,1,0,1,5,0,0,0,0,72,1797.1,0,298.8,0.0,2095.9,0,0
29,0,29.38,5161,Two Year,0,0,Male,0,,33.755039,-116.741796,0,20.75,0,0,0,Offer C,0,0,1,0,Credit Card,1,0,0,3,0,0,0,0,25,499.4,0,734.5,0.0,1233.9,0,0
30,52,26.87,2101,Month-to-Month,0,0,Female,1,Fiber Optic,37.734971,-120.954271,0,75.9,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,1,0,0,0,0,2,143.35,0,53.74,0.0,197.09,1,1
27,48,0.0,4259,One Year,0,0,Male,1,DSL,33.988543,-118.334081,1,25.25,0,0,8,,0,0,1,1,Credit Card,0,0,1,3,0,0,0,0,39,947.75,0,0.0,0.0,947.75,1,0
28,51,40.64,3291,Month-to-Month,0,0,Female,1,Fiber Optic,36.77462,-121.664714,0,85.95,0,0,0,,1,0,1,0,Credit Card,1,0,0,5,0,1,1,0,6,514.6,0,243.84,0.0,758.44,1,0
26,82,22.14,5505,Month-to-Month,1,1,Male,1,Fiber Optic,34.9436,-115.287901,1,94.75,0,3,4,,0,0,1,1,Bank Withdrawal,1,0,1,5,0,1,1,1,8,759.55,0,177.12,0.0,936.67,1,0
62,25,46.79,5159,Month-to-Month,0,0,Female,1,Fiber Optic,37.818589,-120.256995,0,74.9,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,1,0,0,0,0,7,541.15,0,327.53,0.0,868.68,1,1
68,20,31.25,3123,Month-to-Month,0,0,Male,1,Fiber Optic,33.475493,-117.219551,1,101.0,1,0,8,Offer B,1,0,1,1,Bank Withdrawal,1,0,1,1,1,1,0,1,43,4388.4,150,1343.75,0.0,5882.15,0,1
41,25,0.0,3176,Month-to-Month,1,1,Male,1,DSL,33.17494,-117.242761,0,40.45,0,2,0,,1,1,1,0,Bank Withdrawal,0,0,0,3,0,0,0,0,43,1912.85,0,0.0,0.0,1912.85,1,0
77,23,31.17,2740,Month-to-Month,0,0,Female,1,Fiber Optic,32.957195,-117.202542,0,94.75,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,0,0,2,1,1,0,1,23,2293.6,0,716.91,0.0,3010.51,1,1
33,19,30.87,5456,Month-to-Month,1,0,Male,1,DSL,39.191797,-120.212401,1,44.5,0,1,2,,0,0,1,1,Bank Withdrawal,1,0,1,5,0,0,0,0,2,90.05,0,61.74,0.0,151.79,1,0
73,30,15.19,5098,Month-to-Month,0,0,Male,1,Fiber Optic,34.167926,-118.267539,0,72.6,1,0,0,,0,0,1,0,Mailed Check,1,0,0,3,1,0,0,0,2,154.3,0,30.38,0.0,184.68,1,0
79,26,0.0,5303,Month-to-Month,0,0,Female,1,Cable,34.188339,-118.300942,0,36.45,0,0,0,,0,0,1,0,Bank Withdrawal,0,0,0,3,1,0,0,1,1,36.45,0,0.0,0.0,36.45,1,1
59,23,5.63,5887,One Year,0,0,Female,1,Fiber Optic,34.209532,-118.577563,1,105.95,0,0,3,,1,1,0,1,Credit Card,1,1,1,1,0,1,1,1,14,1348.9,0,78.82,0.0,1427.72,1,1
34,23,46.4,3314,One Year,0,0,Male,1,Cable,32.579134,-117.119009,0,64.9,0,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,4,0,1,1,1,23,1509.8,130,1067.2,0.0,2707.0,0,0
39,0,47.21,5851,Two Year,1,0,Female,0,,33.823943,-118.111335,1,25.1,1,2,6,Offer C,0,0,1,1,Credit Card,1,0,1,3,0,0,0,0,30,789.55,0,1416.3,15.41,2190.44,0,0
34,3,14.12,4898,Month-to-Month,0,0,Male,1,Fiber Optic,37.538309,-122.305109,0,100.85,1,0,0,Offer B,1,0,1,0,Credit Card,1,0,0,1,0,1,1,1,45,4740.0,0,635.4,0.0,5375.4,1,1
40,19,39.45,4663,One Year,1,1,Male,1,Fiber Optic,34.029043,-118.239504,1,103.15,0,2,7,,1,1,1,1,Bank Withdrawal,1,0,1,4,0,1,1,1,66,7031.3,0,2603.7,0.0,9635.0,1,0
41,0,19.98,5628,Two Year,0,0,Female,0,,34.035602,-117.591528,1,19.45,0,0,8,Offer B,0,0,0,1,Credit Card,1,0,1,3,0,0,0,0,64,1208.6,0,1278.72,0.0,2487.32,0,0
51,26,45.68,3019,Month-to-Month,1,0,Male,1,Cable,33.82769,-117.102244,1,81.0,1,3,3,Offer C,0,1,0,1,Bank Withdrawal,1,1,1,3,0,1,1,1,24,1923.85,0,1096.32,0.0,3020.17,1,0
29,47,26.03,5189,Month-to-Month,0,0,Male,1,Fiber Optic,36.29878,-119.201028,1,80.15,1,0,1,Offer C,1,0,1,1,Bank Withdrawal,1,0,1,3,0,0,0,0,29,2265.25,0,754.87,0.0,3020.12,1,1
30,52,37.03,5407,Two Year,0,1,Female,1,DSL,37.974498,-121.319568,0,88.95,1,0,0,,1,1,0,0,Credit Card,1,1,0,3,0,1,1,1,13,1161.75,0,481.39,0.0,1643.14,1,0
26,41,17.66,2885,Month-to-Month,0,1,Female,1,Fiber Optic,33.840524,-118.148403,0,84.25,0,0,0,,1,0,1,0,Credit Card,1,1,0,2,0,0,1,0,38,3264.5,0,671.08,0.0,3935.58,1,1
64,23,41.26,3345,One Year,0,0,Female,1,Fiber Optic,37.758085,-122.434801,0,75.15,0,0,0,,1,0,0,0,Bank Withdrawal,1,0,0,4,0,0,0,0,48,3772.65,0,1980.48,0.0,5753.13,1,0
55,4,31.92,3314,Month-to-Month,0,1,Male,1,Fiber Optic,32.695681,-116.798386,0,90.4,0,0,0,,0,0,1,0,Bank Withdrawal,1,1,0,3,0,1,1,0,4,356.65,0,127.68,0.0,484.33,1,0
56,29,49.21,6113,Month-to-Month,0,0,Male,1,Fiber Optic,33.81859,-117.821288,0,80.6,0,0,0,Offer B,1,0,1,0,Credit Card,1,1,0,4,0,0,0,0,53,4348.1,90,2608.13,39.45,7006.78,0,0
54,29,18.26,2500,Month-to-Month,0,0,Male,1,Fiber Optic,36.600193,-120.153393,0,86.05,0,0,0,Offer E,0,1,1,0,Credit Card,1,0,0,4,0,1,1,0,3,244.85,0,54.78,0.0,299.63,1,0
54,13,1.09,3760,Month-to-Month,1,0,Male,1,Fiber Optic,37.939768,-120.188002,1,87.2,1,1,7,,1,0,0,1,Bank Withdrawal,1,0,1,3,0,0,0,1,47,4017.45,0,51.23,0.0,4068.68,1,0
36,3,39.39,5757,Month-to-Month,0,0,Male,1,Fiber Optic,41.232128,-123.194748,1,80.25,1,0,10,Offer B,1,0,1,1,Bank Withdrawal,1,0,1,5,0,0,0,0,41,3439.0,0,1614.99,2.18,5051.81,1,0
28,0,21.19,4840,One Year,0,0,Female,0,,37.866009,-122.286228,0,20.35,0,0,0,,0,0,0,0,Mailed Check,1,0,0,4,0,0,0,0,29,617.35,0,614.51,0.0,1231.86,0,0
78,18,21.09,3896,Month-to-Month,0,0,Female,1,Fiber Optic,33.141265,-116.967221,0,74.7,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,0,0,4,1,0,0,0,18,1294.6,20,379.62,0.0,1694.22,0,0
61,0,40.81,3000,One Year,1,0,Male,0,,39.333737,-120.858667,1,20.25,0,2,5,Offer C,0,0,0,1,Mailed Check,1,0,1,4,0,0,0,0,24,439.75,0,979.44,0.0,1419.19,0,0
74,13,3.84,3763,Month-to-Month,0,0,Male,1,Fiber Optic,32.898613,-117.202937,0,76.45,1,0,0,,0,0,1,0,Bank Withdrawal,1,0,0,3,1,0,0,0,1,76.45,10,3.84,0.0,90.29,0,1
24,53,26.99,5269,One Year,0,0,Female,1,Cable,33.923573,-118.200669,1,68.4,1,0,8,,0,1,1,1,Bank Withdrawal,1,1,1,3,0,1,1,0,58,3972.25,0,1565.42,0.0,5537.67,1,0
66,19,37.84,5868,Two Year,0,0,Female,1,Fiber Optic,38.805481,-120.13287,1,94.65,0,0,5,Offer D,1,0,1,1,Bank Withdrawal,1,0,1,3,1,1,1,1,15,1285.05,0,567.6,0.0,1852.65,1,0
19,73,41.91,5234,Two Year,0,1,Female,1,Fiber Optic,33.940884,-118.128628,0,109.9,0,0,0,,1,1,1,0,Bank Withdrawal,1,1,0,4,0,1,1,1,72,7624.2,0,3017.52,0.0,10641.72,1,0
47,12,33.46,2404,Month-to-Month,0,0,Female,1,Fiber Optic,37.321233,-120.656354,1,69.4,0,0,1,Offer E,0,0,1,1,Mailed Check,1,0,1,1,0,0,0,0,1,69.4,10,33.46,0.0,112.86,0,1
42,20,34.05,4600,Month-to-Month,0,0,Male,1,Fiber Optic,36.822715,-119.761826,1,88.8,1,0,1,Offer D,1,1,1,1,Credit Card,1,1,1,3,0,0,0,0,19,1672.35,0,646.95,0.0,2319.3,1,0
44,13,35.61,2405,Month-to-Month,0,0,Male,1,Fiber Optic,38.018065,-122.546024,1,79.45,0,0,1,,1,1,1,1,Bank Withdrawal,1,0,1,1,0,0,0,0,38,3013.05,40,1353.18,9.36,4396.87,0,1
33,0,39.56,3675,Two Year,1,0,Female,0,,40.740138,-122.587476,1,25.1,1,1,2,Offer D,0,0,0,1,Credit Card,1,0,1,4,0,0,0,0,18,428.45,0,712.08,14.57,1125.96,0,0
32,25,0.0,5534,Month-to-Month,0,1,Male,1,Cable,36.974575,-121.991149,0,41.35,0,0,0,,0,1,0,0,Credit Card,0,1,0,3,0,0,0,0,3,107.25,0,0.0,0.0,107.25,1,0
50,57,1.53,2775,One Year,1,0,Male,1,Fiber Optic,37.505768,-121.962472,1,89.7,0,3,5,Offer C,1,0,1,1,Bank Withdrawal,1,1,1,4,0,0,0,1,35,3165.6,0,53.55,0.0,3219.15,1,0
58,12,44.75,5930,Month-to-Month,0,0,Male,1,Cable,41.388397,-122.794636,0,45.85,0,0,0,Offer E,0,0,1,0,Credit Card,1,0,0,2,0,0,0,0,1,45.85,0,44.75,0.0,90.6,1,1
79,30,42.95,4604,One Year,0,0,Male,1,DSL,34.114772,-118.089431,1,64.95,0,0,5,,1,1,1,1,Bank Withdrawal,1,0,1,4,1,1,0,0,21,1339.8,0,901.95,0.0,2241.75,1,0
45,0,31.28,3248,Month-to-Month,0,0,Female,0,,33.162624,-117.170863,0,19.05,0,0,0,Offer E,0,0,0,0,Credit Card,1,0,0,4,0,0,0,0,9,157.65,0,281.52,0.0,439.17,0,0
31,24,7.16,4890,Two Year,1,1,Male,1,Fiber Optic,38.52576,-123.013347,1,106.1,1,1,9,Offer A,1,1,1,1,Credit Card,1,1,1,3,0,0,0,1,72,7548.6,0,515.52,23.39,8040.73,1,0
21,59,20.03,5829,Month-to-Month,0,0,Female,1,Fiber Optic,40.170357,-123.417298,0,86.2,0,0,0,,0,1,0,0,Bank Withdrawal,1,0,0,1,0,0,1,1,15,1270.2,100,300.45,0.0,1670.65,0,1
49,15,22.8,3289,Month-to-Month,0,1,Male,1,Fiber Optic,37.421633,-122.009613,1,84.55,1,0,8,,0,1,1,1,Credit Card,1,0,1,3,0,0,0,0,45,3713.95,0,1026.0,0.0,4739.95,1,0
75,3,0.0,4133,Month-to-Month,0,0,Female,1,DSL,34.129058,-118.759788,1,30.75,0,0,7,,1,0,1,1,Bank Withdrawal,0,0,1,5,1,0,0,0,3,82.85,0,0.0,0.0,82.85,1,0
49,0,17.92,5876,Month-to-Month,0,0,Male,0,,38.766036,-120.209673,0,20.75,0,0,0,,0,0,0,0,Bank Withdrawal,1,0,0,3,0,0,0,0,35,739.9,0,627.2,0.0,1367.1,0,0
60,0,2.81,4432,Two Year,1,0,Male,0,,33.678591,-117.905471,1,24.25,1,2,4,,0,0,0,1,Credit Card,1,0,1,4,0,0,0,0,43,1077.95,0,120.83,0.0,1198.78,0,0
63,26,44.66,3344,Month-to-Month,0,1,Female,1,Fiber Optic,33.606336,-117.893042,1,86.25,0,0,1,Offer E,0,0,1,1,Bank Withdrawal,1,0,1,2,0,0,0,1,7,587.1,0,312.62,0.0,899.72,1,1
25,59,35.01,6236,Two Year,1,1,Male,1,DSL,36.587497,-121.944815,1,79.85,1,1,8,Offer A,1,0,0,1,Bank Withdrawal,1,0,1,5,0,1,1,1,66,5234.95,0,2310.66,0.0,7545.61,1,0
37,26,18.57,5479,Month-to-Month,0,0,Male,1,DSL,35.176236,-120.483243,0,44.75,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,4,0,0,0,0,1,44.75,10,18.57,0.0,73.32,0,0
37,15,2.96,2919,Month-to-Month,0,0,Male,1,Fiber Optic,34.153338,-118.262974,0,73.25,1,0,0,,0,0,1,0,Credit Card,1,0,0,1,0,0,0,0,2,131.05,0,5.92,0.0,136.97,1,1
42,0,33.71,4404,Two Year,0,0,Female,0,,35.116307,-118.817644,0,26.5,1,0,0,Offer B,0,0,0,0,Bank Withdrawal,1,0,0,3,0,0,0,0,65,1698.55,0,2191.15,0.0,3889.7,0,0
43,26,22.71,4601,One Year,0,1,Male,1,Fiber Optic,38.848082,-123.50608,1,110.15,1,0,1,Offer B,1,1,1,1,Bank Withdrawal,1,0,1,1,0,1,1,1,59,6448.05,0,1339.89,0.0,7787.94,1,1
62,8,5.56,3712,Month-to-Month,0,0,Male,1,DSL,33.917145,-118.401554,1,49.9,1,0,4,,0,0,0,1,Bank Withdrawal,1,0,1,4,0,0,0,0,30,1441.95,100,166.8,0.0,1708.75,0,0
61,13,13.63,3256,Month-to-Month,0,0,Male,1,DSL,33.859171,-118.252272,0,44.95,0,0,0,Offer E,0,0,1,0,Mailed Check,1,0,0,5,0,0,0,0,1,44.95,0,13.63,0.0,58.58,1,0
56,18,45.92,3949,Month-to-Month,0,0,Male,1,Fiber Optic,38.625096,-121.383658,0,94.5,0,0,0,,1,0,1,0,Bank Withdrawal,1,0,0,3,0,1,1,1,31,2979.2,0,1423.52,0.0,4402.72,1,0
41,8,38.82,3997,One Year,0,1,Male,1,Cable,40.336392,-122.448533,1,70.55,1,0,7,Offer B,1,0,1,1,Credit Card,1,0,1,4,0,1,1,0,48,3420.5,0,1863.36,0.0,5283.86,1,0
30,82,17.31,4397,One Year,0,0,Male,1,Cable,40.426679,-121.850421,1,80.45,1,0,1,Offer B,0,1,0,1,Credit Card,1,1,1,3,0,1,1,1,42,3375.9,0,727.02,0.0,4102.92,1,0
29,0,23.55,5463,Two Year,1,0,Male,0,,40.587919,-122.464732,1,20.2,0,1,2,,0,0,0,1,Bank Withdrawal,1,0,1,3,0,0,0,0,69,1376.5,0,1624.95,0.0,3001.45,0,0
47,0,3.95,2861,Two Year,1,0,Female,0,,34.613476,-118.256358,1,21.3,0,3,5,,0,0,1,1,Bank Withdrawal,1,0,1,4,0,0,0,0,47,1041.8,0,185.65,0.0,1227.45,0,0
62,0,44.13,4122,One Year,1,0,Female,0,,38.646209,-121.52446,1,19.7,0,3,5,,0,0,0,1,Credit Card,1,0,1,3,0,0,0,0,6,94.45,0,264.78,0.0,359.23,0,0
54,23,0.0,2540,Two Year,0,1,Female,1,Cable,33.867257,-118.330794,0,41.9,0,0,0,Offer B,0,1,0,0,Credit Card,0,1,0,3,0,0,0,0,47,1875.25,0,0.0,0.0,1875.25,1,0
58,30,26.53,3204,Month-to-Month,0,0,Female,1,DSL,37.222842,-121.988727,0,44.4,0,0,0,Offer E,0,0,0,0,Credit Card,1,0,0,2,0,0,0,0,1,44.4,0,26.53,0.0,70.93,1,1
40,0,48.61,4004,One Year,0,0,Male,0,,38.766036,-120.209673,0,20.15,0,0,0,Offer E,0,0,1,0,Mailed Check,1,0,0,4,0,0,0,0,9,163.7,0,437.49,0.0,601.19,0,0
79,23,17.3,4671,Two Year,0,1,Male,1,DSL,34.159534,-116.425984,1,84.1,1,0,1,,1,1,1,1,Credit Card,1,0,1,3,1,1,0,1,72,5981.65,0,1245.6,0.0,7227.25,1,0
64,0,16.13,6444,Two Year,1,0,Male,0,,38.240769,-122.901041,1,19.6,0,3,6,Offer A,0,0,1,1,Bank Withdrawal,1,0,1,5,0,0,0,0,71,1387.45,0,1145.23,0.0,2532.68,0,0
40,0,30.86,5570,Two Year,0,0,Male,0,,34.234912,-118.153729,1,19.9,0,0,3,Offer A,0,0,0,1,Credit Card,1,0,1,5,0,0,0,0,69,1363.45,0,2129.34,0.0,3492.79,0,0
61,6,0.0,5045,Month-to-Month,0,0,Male,1,DSL,34.110845,-118.259595,1,30.05,0,0,9,,1,0,1,1,Credit Card,0,0,1,4,0,0,0,0,51,1529.45,0,0.0,0.0,1529.45,1,0
66,4,8.75,3828,One Year,0,0,Female,1,Fiber Optic,39.045246,-122.743181,0,80.25,1,0,0,,0,1,1,0,Bank Withdrawal,1,0,0,4,1,0,0,0,4,303.7,30,35.0,0.0,368.7,0,0
53,4,34.41,5189,One Year,0,0,Female,1,DSL,33.764018,-117.931507,0,64.4,1,0,0,Offer C,1,1,1,0,Mailed Check,1,1,0,2,0,0,0,0,34,2088.75,0,1169.94,0.0,3258.69,1,1
33,13,39.82,2595,One Year,0,1,Male,1,DSL,33.215251,-116.53633,1,78.75,1,0,3,,1,0,0,1,Credit Card,1,0,1,3,0,1,1,1,45,3600.65,0,1791.9,0.0,5392.55,1,0
24,27,37.97,6082,Two Year,1,1,Male,1,Fiber Optic,33.143826,-115.497485,1,114.35,1,3,7,Offer A,1,1,1,1,Bank Withdrawal,1,1,1,4,0,1,1,1,69,7665.8,10,2619.93,0.0,10295.73,0,0
72,29,27.56,6035,Month-to-Month,0,0,Female,1,Fiber Optic,33.819385,-117.600213,1,76.85,1,0,7,Offer B,0,0,1,1,Bank Withdrawal,1,1,1,3,1,0,0,0,56,4275.75,120,1543.36,0.0,5939.11,0,0
49,8,30.5,5723,Two Year,0,1,Female,1,Fiber Optic,40.142256,-123.852927,0,113.2,1,0,0,,1,1,1,0,Credit Card,1,1,0,4,0,1,1,1,35,3914.05,0,1067.5,0.0,4981.55,1,0
52,27,30.54,4059,Month-to-Month,0,0,Female,1,Fiber Optic,39.955164,-122.018567,0,70.55,0,0,0,Offer E,0,0,0,0,Credit Card,1,0,0,3,0,0,0,0,6,433.95,0,183.24,0.0,617.19,1,0
38,15,44.2,2762,Month-to-Month,0,0,Male,1,DSL,38.161321,-122.271588,1,55.05,0,0,6,,0,0,1,1,Bank Withdrawal,1,0,1,3,0,0,0,1,11,608.15,0,486.2,0.0,1094.35,1,0
57,6,21.86,4480,Month-to-Month,0,1,Male,1,Fiber Optic,33.569186,-117.640055,0,101.55,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,0,0,3,0,1,1,1,3,298.35,0,65.58,0.0,363.93,1,1
